current_run,Pedido,ordinal_entered,Cantidad Pedida,Distancia,Vehiculo Asignado,Usa Bomba,Inicio Carga,Inicio Viaje,Inicio Descarga,Inicio Vuelta,Llegada a Planta,Inicio Limpieza,Fin Limpieza,
295,7,2,9.45458,13.6596,Camion 11_1,1,0.000555556,0.894697,1.44108,1.75623,2.30262,2.30262,2.73508,
295,3,8,14.4806,2.82087,Camion 15_2,0,2.06326,2.54594,2.65878,3.14147,3.2543,3.2543,3.5043,
295,15.1,6,6.36422,9.81021,Camion 8_3,0,0.894697,2.30262,2.69502,2.90717,3.29957,3.29957,3.7543,
295,5,7,13.3612,11.4074,Camion 15_1,0,1.56326,2.00863,2.46493,2.9103,3.3666,3.3666,4.0043,
295,15.2,6,6.36422,9.81021,Camion 8_1,1,1.1447,2.51476,2.90717,3.11931,3.51171,3.51171,4.2543,
295,10,12,9.53528,6.48096,Camion 11_1,0,2.73508,3.05293,3.31216,3.63001,3.88924,3.88924,4.5043,
295,17,9,10.9767,9.99949,Camion 11_2,0,2.48508,2.85097,3.25095,3.61684,4.01682,4.01682,4.7543,
295,9.1,10,6.22376,2.55486,Camion 8_2,0,3.29957,3.7543,3.8565,4.06395,4.16615,4.16615,5.0043,
295,9.2,10,6.22376,2.55486,Camion 8_3,0,3.7543,3.96176,4.06395,4.27141,4.37361,4.37361,5.2543,
295,12,11,11.1152,5.65274,Camion 15_2,0,3.5043,3.87481,4.10092,4.47143,4.69754,4.69754,5.5043,
295,18,16,12.8307,3.37169,Camion 15_1,0,4.0043,4.43199,4.56686,4.99455,5.12941,5.12941,5.7543,
295,8,18,8.16591,2.4881,Camion 11_2,0,4.7543,5.0265,5.12602,5.39822,5.49774,5.49774,6.0043,
295,13,13,9.91048,7.67269,Camion 11_1,0,4.5043,4.83465,5.14156,5.47191,5.77882,5.77882,6.2543,
295,14.1,15,5.7454,13.9269,Camion 8_1,0,4.2543,5.0043,5.56138,5.75289,6.30996,6.30996,6.55996,
295,14.2,15,5.7454,13.9269,Camion 8_2,0,5.0043,5.19581,5.75289,5.9444,6.50148,6.50148,6.80996,
295,1.1,17,6.10487,12.3707,Camion 8_3,0,5.49774,6.0043,6.49913,6.70262,7.19745,7.19745,7.44745,
295,1.2,17,6.10487,12.3707,Camion 11_2,0,6.0043,6.2078,6.70262,6.90612,7.40095,7.40095,7.69745,
296,16,5,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
296,4,7,7.00448,5.3397,Camion 8_2,1,0.407547,0.735576,0.949164,1.18265,1.39624,1.39624,1.64624,
296,2,3,9.00354,11.0529,Camion 11_1,0,0.000555556,0.502094,0.944211,1.24433,1.68645,1.68645,1.93645,
296,6,2,12.3035,6.15587,Camion 15_2,0,0.201976,0.817662,1.0639,1.47401,1.72025,1.72025,2.18645,
296,1,1,12.2097,12.3707,Camion 15_1,0,0.000555556,0.407547,0.902374,1.30937,1.80419,1.80419,2.43645,
296,10,4,9.53528,6.48096,Camion 11_2,0,0.502094,1.05342,1.31266,1.6305,1.88974,1.88974,2.68645,
296,14.1,6,5.7454,13.9269,Camion 8_3,0,0.973567,1.22357,1.78064,1.97216,2.52923,2.52923,2.93645,
296,14.2,6,5.7454,13.9269,Camion 8_1,0,1.22357,1.41508,1.97216,2.16367,2.72074,2.72074,3.18645,
296,3,9,14.4806,2.82087,Camion 15_2,0,2.18645,2.66913,2.78197,3.26466,3.37749,3.37749,3.62749,
296,18.1,8,6.41533,3.37169,Camion 8_2,0,2.66913,2.93645,3.07131,3.28516,3.42003,3.42003,3.87749,
296,18.2,8,6.41533,3.37169,Camion 8_3,0,2.93645,3.15029,3.28516,3.499,3.63387,3.63387,4.12749,
296,7,10,9.45458,13.6596,Camion 11_1,1,1.93645,2.2516,2.79798,3.11314,3.65952,3.65952,4.37749,
296,5,12,13.3612,11.4074,Camion 15_1,0,2.43645,2.88182,3.33812,3.78349,4.23979,4.23979,4.62749,
296,17,11,10.9767,9.99949,Camion 11_2,0,2.68645,3.24771,3.64769,4.01358,4.41356,4.41356,4.87749,
296,12.1,15,5.55762,5.65274,Camion 8_1,0,3.42003,3.87749,4.1036,4.28886,4.51497,4.51497,5.12749,
296,9,16,12.4475,2.55486,Camion 15_2,0,3.62749,4.04241,4.1446,4.55952,4.66172,4.66172,5.37749,
296,12.2,15,5.55762,5.65274,Camion 8_2,0,3.87749,4.06275,4.28886,4.47411,4.70022,4.70022,5.62749,
296,8,14,8.16591,2.4881,Camion 11_2,0,4.87749,5.14969,5.24921,5.52141,5.62093,5.62093,5.87749,
296,13,13,9.91048,7.67269,Camion 11_1,0,4.37749,4.70784,5.01475,5.3451,5.65201,5.65201,6.12749,
296,11,18,14.384,4.45836,Camion 15_1,0,4.62749,5.18731,5.36564,5.84511,6.02344,6.02344,6.37749,
296,15.1,17,6.36422,9.81021,Camion 8_3,0,4.51497,5.12749,5.5199,5.73204,6.12445,6.12445,6.62749,
296,15.2,17,6.36422,9.81021,Camion 8_1,1,5.12749,5.36183,5.75424,5.96638,6.35879,6.35879,6.87749,
297,8,1,8.16591,2.4881,Camion 11_1,0,0.000555556,0.474173,0.573697,0.845894,0.945418,0.945418,1.19542,
297,16,8,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.44542,
297,6,3,12.3035,6.15587,Camion 15_1,0,0.000555556,0.410671,0.656906,1.06702,1.31326,1.31326,1.69542,
297,4,12,7.00448,5.3397,Camion 8_2,1,0.410671,0.707655,0.921244,1.15473,1.36831,1.36831,1.94542,
297,1,5,12.2097,12.3707,Camion 15_2,0,0.201976,0.817662,1.31249,1.71948,2.21431,2.21431,2.46431,
297,13,4,9.91048,7.67269,Camion 11_1,0,1.19542,1.52577,1.83267,2.16302,2.46993,2.46993,2.71993,
297,5.1,6,6.68062,11.4074,Camion 8_3,0,0.973567,1.44542,1.90171,2.1244,2.5807,2.5807,2.96993,
297,7,2,9.45458,13.6596,Camion 11_2,1,0.474173,1.36831,1.9147,2.22985,2.77623,2.77623,3.21993,
297,5.2,6,6.68062,11.4074,Camion 8_1,0,1.44542,1.66811,2.1244,2.34709,2.80338,2.80338,3.46993,
297,12,9,11.1152,5.65274,Camion 15_1,0,1.69542,2.06593,2.29204,2.66254,2.88865,2.88865,3.71993,
297,3,11,14.4806,2.82087,Camion 15_2,0,2.46431,2.947,3.05983,3.54252,3.65535,3.65535,3.96993,
297,10,10,9.53528,6.48096,Camion 11_1,0,2.71993,3.09005,3.34929,3.66713,3.92637,3.92637,4.21993,
297,14.1,7,5.7454,13.9269,Camion 8_2,0,2.5807,2.96993,3.52701,3.71852,4.27559,4.27559,4.52559,
297,14.2,7,5.7454,13.9269,Camion 8_3,0,2.96993,3.16145,3.71852,3.91003,4.46711,4.46711,4.77559,
297,2,13,9.00354,11.0529,Camion 11_2,0,3.21993,3.52005,3.96217,4.26229,4.7044,4.7044,5.02559,
297,9,15,12.4475,2.55486,Camion 15_1,0,3.71993,4.13485,4.23704,4.65196,4.75416,4.75416,5.27559,
297,18.1,14,6.41533,3.37169,Camion 8_1,0,4.4494,4.66324,4.79811,5.01195,5.14682,5.14682,5.52559,
297,11,16,14.384,4.45836,Camion 15_2,0,3.96993,4.4494,4.62773,5.1072,5.28553,5.28553,5.77559,
297,18.2,14,6.41533,3.37169,Camion 8_2,0,4.66324,4.87709,5.01195,5.2258,5.36066,5.36066,6.02559,
297,17,18,10.9767,9.99949,Camion 11_1,0,4.21993,4.58582,4.9858,5.35169,5.75167,5.75167,6.27559,
297,15.1,17,6.36422,9.81021,Camion 8_3,0,4.87722,5.08937,5.48177,5.69391,6.08632,6.08632,6.52559,
297,15.2,17,6.36422,9.81021,Camion 11_2,1,5.08937,5.30151,5.69391,5.90606,6.29846,6.29846,6.77559,
298,4,4,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
298,16,9,6.0426,7.12715,Camion 8_2,0,0.424837,0.801349,1.08644,1.28786,1.57294,1.57294,1.82294,
298,11.1,6,7.19198,4.45836,Camion 8_3,0,0.894697,1.1447,1.32303,1.56276,1.7411,1.7411,2.07294,
298,17,1,10.9767,9.99949,Camion 11_1,0,0.000555556,0.599929,0.999909,1.3658,1.76578,1.76578,2.32294,
298,10,2,9.53528,6.48096,Camion 11_2,0,0.599929,1.11919,1.37843,1.69627,1.95551,1.95551,2.57294,
298,11.2,6,7.19198,4.45836,Camion 8_1,0,1.1447,1.38443,1.56276,1.8025,1.98083,1.98083,2.82294,
298,15,3,12.7284,9.81021,Camion 15_1,1,0.000555556,0.894697,1.28711,1.71139,2.1038,2.1038,3.07294,
298,14,5,11.4908,13.9269,Camion 15_2,0,0.234038,0.807864,1.36494,1.74796,2.30504,2.30504,3.32294,
298,12.1,7,5.55762,5.65274,Camion 8_2,0,1.82294,2.07294,2.29905,2.4843,2.71041,2.71041,3.57294,
298,12.2,7,5.55762,5.65274,Camion 8_3,0,2.07294,2.2582,2.4843,2.66956,2.89567,2.89567,3.82294,
298,8,11,8.16591,2.4881,Camion 11_1,0,2.32294,2.59514,2.69466,2.96686,3.06638,3.06638,4.07294,
298,18,10,12.8307,3.37169,Camion 15_1,0,3.07294,3.50063,3.6355,4.06319,4.19805,4.19805,4.44805,
298,7,15,9.45458,13.6596,Camion 11_2,1,2.57294,2.88809,3.43448,3.74963,4.29601,4.29601,4.69805,
298,3,12,14.4806,2.82087,Camion 15_2,0,3.32294,3.80563,3.91846,4.40115,4.51399,4.51399,4.94805,
298,1.1,8,6.10487,12.3707,Camion 8_1,0,2.82294,3.57294,4.06777,4.27126,4.76609,4.76609,5.19805,
298,1.2,8,6.10487,12.3707,Camion 8_2,0,3.57294,3.77644,4.27126,4.47476,4.96959,4.96959,5.44805,
298,2,17,9.00354,11.0529,Camion 11_1,0,4.07294,4.37306,4.81518,5.11529,5.55741,5.55741,5.80741,
298,6,14,12.3035,6.15587,Camion 15_1,0,4.44805,4.85817,5.1044,5.51452,5.76075,5.76075,6.05741,
298,13,18,9.91048,7.67269,Camion 11_2,0,4.69805,5.0284,5.33531,5.66566,5.97257,5.97257,6.30741,
298,9,16,12.4475,2.55486,Camion 15_2,0,4.94805,5.44332,5.54551,5.96043,6.06263,6.06263,6.55741,
298,5.1,13,6.68062,11.4074,Camion 8_3,0,4.85817,5.19805,5.65435,5.87704,6.33333,6.33333,6.80741,
298,5.2,13,6.68062,11.4074,Camion 8_1,0,5.19805,5.42074,5.87704,6.09972,6.55602,6.55602,7.05741,
299,16,3,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
299,4,5,7.00448,5.3397,Camion 8_2,1,0.383582,0.801349,1.01494,1.24842,1.46201,1.46201,1.71201,
299,6,4,12.3035,6.15587,Camion 15_2,0,0.201976,0.793698,1.03993,1.45005,1.69628,1.69628,1.96201,
299,17,1,10.9767,9.99949,Camion 11_1,0,0.000555556,0.567866,0.967846,1.33374,1.73372,1.73372,2.21201,
299,14,2,11.4908,13.9269,Camion 15_1,0,0.000555556,0.383582,0.940657,1.32368,1.88076,1.88076,2.46201,
299,2,6,9.00354,11.0529,Camion 11_2,0,0.567866,1.09382,1.53593,1.83605,2.27817,2.27817,2.71201,
299,15.1,8,6.36422,9.81021,Camion 8_3,0,0.973567,1.46201,1.85442,2.06656,2.45897,2.45897,2.96201,
299,15.2,8,6.36422,9.81021,Camion 8_1,1,1.22357,1.67415,2.06656,2.2787,2.67111,2.67111,3.21201,
299,9,11,12.4475,2.55486,Camion 15_2,0,1.96201,2.37693,2.47912,2.89404,2.99623,2.99623,3.46201,
299,10,7,9.53528,6.48096,Camion 11_1,0,2.21201,2.52985,2.78909,3.10693,3.36617,3.36617,3.71201,
299,18.1,9,6.41533,3.37169,Camion 8_2,0,2.45897,2.96201,3.09688,3.31072,3.44559,3.44559,3.96201,
299,18.2,9,6.41533,3.37169,Camion 8_3,0,2.96201,3.22316,3.35803,3.57187,3.70674,3.70674,4.21201,
299,11,12,14.384,4.45836,Camion 15_1,0,2.46201,3.00932,3.18765,3.66712,3.84545,3.84545,4.46201,
299,3.1,13,7.24032,2.82087,Camion 8_1,0,3.44559,3.96201,4.07484,4.31619,4.42902,4.42902,4.71201,
299,7,10,9.45458,13.6596,Camion 11_2,1,2.71201,3.02716,3.57354,3.8887,4.43508,4.43508,4.96201,
299,8,14,8.16591,2.4881,Camion 11_1,0,3.71201,3.98421,4.08373,4.35593,4.45545,4.45545,5.21201,
299,12,15,11.1152,5.65274,Camion 15_2,0,3.46201,3.83252,4.05863,4.42913,4.65524,4.65524,5.46201,
299,3.2,13,7.24032,2.82087,Camion 8_2,0,3.96201,4.20335,4.31619,4.55753,4.67037,4.67037,5.71201,
299,5.1,16,6.68062,11.4074,Camion 8_3,0,4.42902,4.71201,5.1683,5.39099,5.84729,5.84729,6.09729,
299,5.2,16,6.68062,11.4074,Camion 8_1,0,4.71201,4.9347,5.39099,5.61368,6.06997,6.06997,6.34729,
299,13.1,17,4.95524,7.67269,Camion 11_2,0,4.96201,5.21201,5.51892,5.77885,6.08576,6.08576,6.59729,
299,13.2,17,4.95524,7.67269,Camion 11_1,0,5.21201,5.37718,5.68409,5.94403,6.25094,6.25094,6.84729,
299,1,18,12.2097,12.3707,Camion 15_1,0,4.46201,4.869,5.36383,5.77082,6.26565,6.26565,7.09729,
300,16,7,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
300,12,1,11.1152,5.65274,Camion 15_1,0,0.000555556,0.371064,0.597173,0.967682,1.19379,1.19379,1.47357,
300,4,8,7.00448,5.3397,Camion 8_2,1,0.371064,0.765808,0.979396,1.21288,1.42647,1.42647,1.72357,
300,13,2,9.91048,7.67269,Camion 11_1,0,0.000555556,0.532325,0.839233,1.16958,1.47649,1.47649,1.97357,
300,18,4,12.8307,3.37169,Camion 15_2,0,0.201976,0.798752,0.93362,1.36131,1.49618,1.49618,2.22357,
300,9.1,5,6.22376,2.55486,Camion 8_3,0,0.973567,1.22357,1.32576,1.53322,1.63541,1.63541,2.47357,
300,9.2,5,6.22376,2.55486,Camion 8_1,0,1.22357,1.43103,1.53322,1.74068,1.84287,1.84287,2.72357,
300,7,3,9.45458,13.6596,Camion 11_2,1,0.532325,1.42647,1.97285,2.288,2.83439,2.83439,3.08439,
300,3.1,9,7.24032,2.82087,Camion 8_2,0,1.72357,2.47357,2.5864,2.82775,2.94058,2.94058,3.33439,
300,3.2,9,7.24032,2.82087,Camion 8_3,0,2.47357,2.71491,2.82775,3.06909,3.18192,3.18192,3.58439,
300,17,6,10.9767,9.99949,Camion 11_1,0,1.97357,2.33946,2.73944,3.10533,3.50531,3.50531,3.83439,
300,5,12,13.3612,11.4074,Camion 15_2,0,2.22357,2.66894,3.12524,3.57061,4.02691,4.02691,4.27691,
300,15,10,12.7284,9.81021,Camion 15_1,1,1.47357,2.83439,3.22679,3.65108,4.04348,4.04348,4.52691,
300,1.1,13,6.10487,12.3707,Camion 8_1,0,2.94058,3.33439,3.82921,4.03271,4.52754,4.52754,4.77754,
300,2,11,9.00354,11.0529,Camion 11_2,0,3.08439,3.3845,3.82662,4.12674,4.56886,4.56886,5.02754,
300,1.2,13,6.10487,12.3707,Camion 8_2,0,3.33439,3.53788,4.03271,4.2362,4.73103,4.73103,5.27754,
300,10,15,9.53528,6.48096,Camion 11_1,0,3.83439,4.15223,4.41147,4.72931,4.98855,4.98855,5.52754,
300,6,16,12.3035,6.15587,Camion 15_2,0,4.27691,4.68702,4.93326,5.34337,5.58961,5.58961,5.83961,
300,8,18,8.16591,2.4881,Camion 11_2,0,5.02754,5.29973,5.39926,5.67145,5.77098,5.77098,6.08961,
300,11,17,14.384,4.45836,Camion 15_1,0,4.52691,5.00637,5.18471,5.66417,5.84251,5.84251,6.33961,
300,14.1,14,5.7454,13.9269,Camion 8_3,0,4.68702,4.87854,5.43561,5.62713,6.1842,6.1842,6.58961,
300,14.2,14,5.7454,13.9269,Camion 8_1,0,4.87854,5.07005,5.62713,5.81864,6.37571,6.37571,6.83961,
301,4,6,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
301,8,4,8.16591,2.4881,Camion 11_1,0,0.000555556,0.506235,0.605759,0.877956,0.977481,0.977481,1.3947,
301,11,1,14.384,4.45836,Camion 15_1,0,0.000555556,0.480021,0.658355,1.13782,1.31615,1.31615,1.6447,
301,16,15,6.0426,7.12715,Camion 8_2,0,0.480021,0.707655,0.992741,1.19416,1.47925,1.47925,1.8947,
301,18.1,3,6.41533,3.37169,Camion 8_3,0,0.925395,1.1447,1.27956,1.49341,1.62828,1.62828,2.1447,
301,18.2,3,6.41533,3.37169,Camion 8_1,0,1.1447,1.35854,1.49341,1.70725,1.84212,1.84212,2.3947,
301,5,2,13.3612,11.4074,Camion 15_2,0,0.234038,0.925395,1.38169,1.82707,2.28336,2.28336,2.6447,
301,7,9,9.45458,13.6596,Camion 11_2,1,0.506235,1.02281,1.56919,1.88434,2.43073,2.43073,2.8947,
301,10,11,9.53528,6.48096,Camion 11_1,0,1.3947,1.71254,1.97178,2.28962,2.54886,2.54886,3.1447,
301,3.1,5,7.24032,2.82087,Camion 8_2,0,1.8947,2.1447,2.25753,2.49888,2.61171,2.61171,3.3947,
301,3.2,5,7.24032,2.82087,Camion 8_3,0,2.1447,2.38604,2.49888,2.74022,2.85305,2.85305,3.6447,
301,15,7,12.7284,9.81021,Camion 15_1,1,1.6447,2.43073,2.82314,3.24742,3.63982,3.63982,3.8947,
301,13,16,9.91048,7.67269,Camion 11_1,0,3.1447,3.47505,3.78195,4.1123,4.41921,4.41921,4.66921,
301,17,12,10.9767,9.99949,Camion 11_2,0,2.8947,3.26059,3.66057,4.02646,4.42644,4.42644,4.91921,
301,14,10,11.4908,13.9269,Camion 15_2,0,2.6447,3.02772,3.5848,3.96782,4.5249,4.5249,5.16921,
301,1.1,8,6.10487,12.3707,Camion 8_1,0,2.61171,3.3947,3.88952,4.09302,4.58785,4.58785,5.41921,
301,1.2,8,6.10487,12.3707,Camion 8_2,0,3.3947,3.59819,4.09302,4.29652,4.79134,4.79134,5.66921,
301,6,14,12.3035,6.15587,Camion 15_1,0,3.8947,4.30481,4.55105,4.96116,5.2074,5.2074,5.91921,
301,12.1,13,5.55762,5.65274,Camion 8_3,0,4.58785,5.41921,5.64532,5.83058,6.05669,6.05669,6.30669,
301,2,18,9.00354,11.0529,Camion 11_1,0,4.66921,4.96933,5.41145,5.71157,6.15368,6.15368,6.55669,
301,9,17,12.4475,2.55486,Camion 15_2,0,5.16921,5.58413,5.68632,6.10124,6.20344,6.20344,6.80669,
301,12.2,13,5.55762,5.65274,Camion 8_1,0,5.41921,5.60447,5.83058,6.01583,6.24194,6.24194,7.05669,
302,4,4,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
302,13,1,9.91048,7.67269,Camion 11_1,0,0.000555556,0.564388,0.871295,1.20164,1.50855,1.50855,1.75855,
302,16,14,6.0426,7.12715,Camion 8_2,0,0.383582,0.765808,1.05089,1.25231,1.5374,1.5374,2.00855,
302,3,6,14.4806,2.82087,Camion 15_2,0,0.234038,0.86627,0.979104,1.46179,1.57463,1.57463,2.25855,
302,14,3,11.4908,13.9269,Camion 15_1,0,0.000555556,0.383582,0.940657,1.32368,1.88076,1.88076,2.50855,
302,10,2,9.53528,6.48096,Camion 11_2,0,0.564388,1.08365,1.34289,1.66073,1.91997,1.91997,2.75855,
302,1.1,8,6.10487,12.3707,Camion 8_3,0,0.894697,1.1447,1.63952,1.84302,2.33785,2.33785,3.00855,
302,1.2,8,6.10487,12.3707,Camion 8_1,0,1.1447,1.34819,1.84302,2.04652,2.54134,2.54134,3.25855,
302,12,10,11.1152,5.65274,Camion 15_2,0,2.25855,2.62906,2.85517,3.22568,3.45179,3.45179,3.70179,
302,7,5,9.45458,13.6596,Camion 11_1,1,1.75855,2.07371,2.62009,2.93524,3.48162,3.48162,3.95179,
302,18.1,9,6.41533,3.37169,Camion 8_2,0,2.33785,3.00855,3.14342,3.35726,3.49213,3.49213,4.20179,
302,18.2,9,6.41533,3.37169,Camion 8_3,0,3.00855,3.245,3.37987,3.59371,3.72858,3.72858,4.45179,
302,11,11,14.384,4.45836,Camion 15_1,0,2.50855,3.03116,3.20949,3.68896,3.86729,3.86729,4.70179,
302,17,7,10.9767,9.99949,Camion 11_2,0,2.75855,3.12444,3.52442,3.89031,4.29029,4.29029,4.95179,
302,9,15,12.4475,2.55486,Camion 15_2,0,3.70179,4.11671,4.2189,4.63382,4.73601,4.73601,5.20179,
302,15.1,13,6.36422,9.81021,Camion 8_1,0,3.49213,4.20179,4.5942,4.80634,5.19875,5.19875,5.45179,
302,15.2,13,6.36422,9.81021,Camion 8_2,1,4.20179,4.41393,4.80634,5.01848,5.41089,5.41089,5.70179,
302,2,12,9.00354,11.0529,Camion 11_1,0,3.95179,4.25191,4.69402,4.99414,5.43626,5.43626,5.95179,
302,8,17,8.16591,2.4881,Camion 11_2,0,4.95179,5.22399,5.32351,5.59571,5.69523,5.69523,6.20179,
302,6,18,12.3035,6.15587,Camion 15_1,0,4.70179,5.1119,5.35814,5.76825,6.01449,6.01449,6.45179,
302,5.1,16,6.68062,11.4074,Camion 8_3,0,5.19875,5.45179,5.90808,6.13077,6.58707,6.58707,6.83707,
302,5.2,16,6.68062,11.4074,Camion 8_1,0,5.45179,5.67448,6.13077,6.35346,6.80975,6.80975,7.08707,
303,4,4,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
303,8,6,8.16591,2.4881,Camion 11_1,0,0.000555556,0.506235,0.605759,0.877956,0.977481,0.977481,1.3947,
303,9,1,12.4475,2.55486,Camion 15_1,0,0.000555556,0.415473,0.517667,0.932585,1.03478,1.03478,1.6447,
303,16,17,6.0426,7.12715,Camion 8_2,0,0.415473,0.707655,0.992741,1.19416,1.47925,1.47925,1.8947,
303,15.1,3,6.36422,9.81021,Camion 8_3,0,0.894697,1.1447,1.53711,1.74925,2.14165,2.14165,2.39165,
303,2,7,9.00354,11.0529,Camion 11_2,0,0.506235,1.00777,1.44989,1.75001,2.19213,2.19213,2.64165,
303,5,2,13.3612,11.4074,Camion 15_2,0,0.234038,0.860848,1.31714,1.76252,2.21881,2.21881,2.89165,
303,15.2,3,6.36422,9.81021,Camion 8_1,1,1.1447,1.35684,1.74925,1.96139,2.3538,2.3538,3.14165,
303,18,9,12.8307,3.37169,Camion 15_1,0,1.6447,2.07239,2.20725,2.63494,2.76981,2.76981,3.39165,
303,12.1,5,5.55762,5.65274,Camion 8_2,0,2.14165,2.39165,2.61776,2.80302,3.02913,3.02913,3.64165,
303,12.2,5,5.55762,5.65274,Camion 8_3,0,2.39165,2.57691,2.80302,2.98827,3.21438,3.21438,3.89165,
303,7,8,9.45458,13.6596,Camion 11_1,1,1.3947,2.3538,2.90018,3.21533,3.76171,3.76171,4.14165,
303,17,10,10.9767,9.99949,Camion 11_2,0,2.64165,3.00755,3.40753,3.77342,4.1734,4.1734,4.4234,
303,1,12,12.2097,12.3707,Camion 15_2,0,2.89165,3.29865,3.79347,4.20046,4.69529,4.69529,4.94529,
303,11,13,14.384,4.45836,Camion 15_1,0,3.39165,3.87112,4.04945,4.52892,4.70725,4.70725,5.19529,
303,14.1,11,5.7454,13.9269,Camion 8_1,0,3.14165,3.64165,4.19873,4.39024,4.94732,4.94732,5.44529,
303,14.2,11,5.7454,13.9269,Camion 8_2,0,3.64165,3.83317,4.39024,4.58176,5.13883,5.13883,5.69529,
303,13,15,9.91048,7.67269,Camion 11_1,0,4.14165,4.472,4.77891,5.10926,5.41617,5.41617,5.94529,
303,10,18,9.53528,6.48096,Camion 11_2,0,4.4234,4.74124,5.00048,5.31832,5.57756,5.57756,6.19529,
303,3.1,14,7.24032,2.82087,Camion 8_3,0,4.94732,5.44529,5.55813,5.79947,5.9123,5.9123,6.44529,
303,3.2,14,7.24032,2.82087,Camion 8_1,0,5.44529,5.68664,5.79947,6.04081,6.15365,6.15365,6.69529,
303,6,16,12.3035,6.15587,Camion 15_2,0,4.94529,5.35541,5.60164,6.01176,6.25799,6.25799,6.94529,
304,4,12,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
304,11,1,14.384,4.45836,Camion 15_1,0,0.000555556,0.480021,0.658355,1.13782,1.31615,1.31615,1.56615,
304,16,13,6.0426,7.12715,Camion 8_2,0,0.480021,0.735576,1.02066,1.22208,1.50717,1.50717,1.81615,
304,9,3,12.4475,2.55486,Camion 15_2,0,0.234038,0.894938,0.997132,1.41205,1.51424,1.51424,2.06615,
304,2,2,9.00354,11.0529,Camion 11_1,0,0.000555556,0.534156,0.976274,1.27639,1.71851,1.71851,2.31615,
304,6.1,4,6.15174,6.15587,Camion 8_3,0,0.894938,1.1447,1.39093,1.59599,1.84222,1.84222,2.56615,
304,6.2,4,6.15174,6.15587,Camion 8_1,0,1.1447,1.34976,1.59599,1.80105,2.04728,2.04728,2.81615,
304,7,5,9.45458,13.6596,Camion 11_2,1,0.534156,1.05073,1.59711,1.91226,2.45865,2.45865,3.06615,
304,12,7,11.1152,5.65274,Camion 15_1,0,1.56615,1.93666,2.16277,2.53328,2.75939,2.75939,3.31615,
304,3,8,14.4806,2.82087,Camion 15_2,0,2.06615,2.54884,2.66168,3.14436,3.2572,3.2572,3.56615,
304,10,9,9.53528,6.48096,Camion 11_1,0,2.31615,2.634,2.89324,3.21108,3.47032,3.47032,3.81615,
304,5.1,6,6.68062,11.4074,Camion 8_2,0,1.84222,2.56615,3.02245,3.24514,3.70143,3.70143,4.06615,
304,8,10,8.16591,2.4881,Camion 11_2,0,3.06615,3.33835,3.43788,3.71007,3.8096,3.8096,4.31615,
304,5.2,6,6.68062,11.4074,Camion 8_3,0,2.56615,2.78884,3.24514,3.46783,3.92412,3.92412,4.56615,
304,15,16,12.7284,9.81021,Camion 15_1,1,3.31615,3.74044,4.13284,4.55713,4.94953,4.94953,5.19953,
304,13,11,9.91048,7.67269,Camion 11_1,0,3.81615,4.2623,4.56921,4.89956,5.20646,5.20646,5.45646,
304,1,17,12.2097,12.3707,Camion 15_2,0,3.56615,3.97315,4.46797,4.87496,5.36979,5.36979,5.70646,
304,14.1,14,5.7454,13.9269,Camion 8_1,0,3.74044,4.06615,4.62323,4.81474,5.37182,5.37182,5.95646,
304,14.2,14,5.7454,13.9269,Camion 8_2,0,4.06615,4.25767,4.81474,5.00626,5.56333,5.56333,6.20646,
304,17,15,10.9767,9.99949,Camion 11_2,0,4.31615,4.68205,5.08202,5.44792,5.8479,5.8479,6.45646,
304,18.1,18,6.41533,3.37169,Camion 8_3,0,5.37182,5.58566,5.72053,5.93437,6.06924,6.06924,6.70646,
304,18.2,18,6.41533,3.37169,Camion 11_1,0,5.58566,5.79951,5.93437,6.14822,6.28308,6.28308,6.95646,
305,16,2,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
305,10,1,9.53528,6.48096,Camion 11_1,0,0.000555556,0.519818,0.779056,1.0969,1.35614,1.35614,1.60614,
305,4,11,7.00448,5.3397,Camion 8_2,1,0.44593,0.753301,0.966889,1.20037,1.41396,1.41396,1.85614,
305,12,6,11.1152,5.65274,Camion 15_2,0,0.201976,0.816438,1.04255,1.41306,1.63917,1.63917,2.10614,
305,3.1,8,7.24032,2.82087,Camion 8_3,0,0.973567,1.22357,1.3364,1.57775,1.69058,1.69058,2.35614,
