current_run,Pedido,ordinal_entered,Cantidad Pedida,Distancia,Vehiculo Asignado,Usa Bomba,Inicio Carga,Inicio Viaje,Inicio Descarga,Inicio Vuelta,Llegada a Planta,Inicio Limpieza,Fin Limpieza,
1,4,11,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
1,11,1,14.384,4.45836,Camion 15_1,0,0.000555556,0.480021,0.658355,1.13782,1.31615,1.31615,1.56615,
1,13,4,9.91048,7.67269,Camion 11_1,0,0.000555556,0.564388,0.871295,1.20164,1.50855,1.50855,1.81615,
1,8,5,8.16591,2.4881,Camion 11_2,0,0.564388,1.038,1.13753,1.40973,1.50925,1.50925,2.06615,
1,16,13,6.0426,7.12715,Camion 8_2,0,0.480021,0.765808,1.05089,1.25231,1.5374,1.5374,2.31615,
1,18,2,12.8307,3.37169,Camion 15_2,0,0.234038,0.907709,1.04258,1.47026,1.60513,1.60513,2.56615,
1,1.1,3,6.10487,12.3707,Camion 8_3,0,0.907709,1.1447,1.63952,1.84302,2.33785,2.33785,2.81615,
1,1.2,3,6.10487,12.3707,Camion 8_1,0,1.1447,1.34819,1.84302,2.04652,2.54134,2.54134,3.06615,
1,17,7,10.9767,9.99949,Camion 11_1,0,1.81615,2.18205,2.58202,2.94792,3.3479,3.3479,3.5979,
1,14,8,11.4908,13.9269,Camion 15_1,0,1.56615,1.94918,2.50626,2.88928,3.44636,3.44636,3.8479,
1,6.1,6,6.15174,6.15587,Camion 8_2,0,2.33785,2.81615,3.06239,3.26745,3.51368,3.51368,4.0979,
1,2,12,9.00354,11.0529,Camion 11_2,0,2.06615,2.36627,2.80839,3.10851,3.55063,3.55063,4.3479,
1,9,9,12.4475,2.55486,Camion 15_2,0,2.56615,2.98107,3.08327,3.49818,3.60038,3.60038,4.5979,
1,6.2,6,6.15174,6.15587,Camion 8_3,0,2.81615,3.02121,3.26745,3.47251,3.71874,3.71874,4.8479,
1,12.1,10,5.55762,5.65274,Camion 8_1,0,3.51368,4.0979,4.32401,4.50926,4.73537,4.73537,5.0979,
1,12.2,10,5.55762,5.65274,Camion 8_2,0,4.0979,4.28315,4.50926,4.69451,4.92062,4.92062,5.3479,
1,7,16,9.45458,13.6596,Camion 11_1,1,3.5979,3.91305,4.45943,4.77458,5.32097,5.32097,5.5979,
1,10,17,9.53528,6.48096,Camion 11_2,0,4.3479,4.66574,4.92498,5.24282,5.50206,5.50206,5.8479,
1,3,18,14.4806,2.82087,Camion 15_2,0,4.5979,5.08058,5.19342,5.67611,5.78894,5.78894,6.0979,
1,5.1,15,6.68062,11.4074,Camion 8_3,0,4.8479,5.0979,5.55419,5.77688,6.23317,6.23317,6.48317,
1,5.2,15,6.68062,11.4074,Camion 8_1,0,5.0979,5.32058,5.77688,5.99957,6.45586,6.45586,6.73317,
1,15,14,12.7284,9.81021,Camion 15_1,1,3.8479,5.32097,5.71338,6.13766,6.53006,6.53006,6.98317,
2,4,7,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
2,8,4,8.16591,2.4881,Camion 11_2,0,0.534156,1.00777,1.1073,1.37949,1.47902,1.47902,1.72902,
2,16,8,6.0426,7.12715,Camion 8_2,0,0.407547,0.735576,1.02066,1.22208,1.50717,1.50717,1.97902,
2,9.1,5,6.22376,2.55486,Camion 8_3,0,0.894697,1.1447,1.24689,1.45435,1.55654,1.55654,2.22902,
2,2,3,9.00354,11.0529,Camion 11_1,0,0.000555556,0.534156,0.976274,1.27639,1.71851,1.71851,2.47902,
2,9.2,5,6.22376,2.55486,Camion 8_1,0,1.1447,1.35216,1.45435,1.66181,1.764,1.764,2.72902,
2,1,1,12.2097,12.3707,Camion 15_1,0,0.000555556,0.407547,0.902374,1.30937,1.80419,1.80419,2.97902,
2,15,2,12.7284,9.81021,Camion 15_2,1,0.234038,0.894697,1.28711,1.71139,2.1038,2.1038,3.22902,
2,17,6,10.9767,9.99949,Camion 11_2,0,1.72902,2.09491,2.49489,2.86078,3.26076,3.26076,3.51076,
2,5.1,10,6.68062,11.4074,Camion 8_2,0,1.97902,2.22902,2.68531,2.908,3.3643,3.3643,3.76076,
2,5.2,10,6.68062,11.4074,Camion 8_3,0,2.22902,2.45171,2.908,3.13069,3.58699,3.58699,4.01076,
2,7,9,9.45458,13.6596,Camion 11_1,1,2.47902,2.79417,3.34055,3.65571,4.20209,4.20209,4.45209,
2,6,12,12.3035,6.15587,Camion 15_1,0,2.97902,3.38913,3.63537,4.04548,4.29172,4.29172,4.70209,
2,12.1,11,5.55762,5.65274,Camion 8_1,0,3.38913,3.76076,3.98687,4.17212,4.39823,4.39823,4.95209,
2,12.2,11,5.55762,5.65274,Camion 8_2,0,3.76076,3.94601,4.17212,4.35738,4.58349,4.58349,5.20209,
2,13,15,9.91048,7.67269,Camion 11_2,0,3.51076,3.90474,4.21165,4.54199,4.8489,4.8489,5.45209,
2,14,13,11.4908,13.9269,Camion 15_2,0,3.22902,3.61204,4.16912,4.55215,5.10922,5.10922,5.70209,
2,18.1,14,6.41533,3.37169,Camion 8_3,0,4.39823,4.95209,5.08696,5.3008,5.43567,5.43567,5.95209,
2,10,18,9.53528,6.48096,Camion 11_1,0,4.45209,4.76993,5.02917,5.34701,5.60625,5.60625,6.20209,
2,18.2,14,6.41533,3.37169,Camion 8_1,0,4.95209,5.16593,5.3008,5.51465,5.64951,5.64951,6.45209,
2,3.1,17,7.24032,2.82087,Camion 8_2,0,5.20209,5.45209,5.56492,5.80627,5.9191,5.9191,6.70209,
2,11,16,14.384,4.45836,Camion 15_1,0,4.70209,5.18156,5.35989,5.83935,6.01769,6.01769,6.95209,
2,3.2,17,7.24032,2.82087,Camion 11_2,0,5.45209,5.69343,5.80627,6.04761,6.16045,6.16045,7.20209,
3,16,2,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
3,9,3,12.4475,2.55486,Camion 15_2,0,0.201976,0.839755,0.941949,1.35687,1.45906,1.45906,1.70906,
3,8,7,8.16591,2.4881,Camion 11_2,0,0.502094,1.00777,1.1073,1.37949,1.47902,1.47902,1.95906,
3,15,1,12.7284,9.81021,Camion 15_1,1,0.000555556,0.424837,0.817245,1.24153,1.63394,1.63394,2.20906,
3,2,5,9.00354,11.0529,Camion 11_1,0,0.000555556,0.502094,0.944211,1.24433,1.68645,1.68645,2.45906,
3,3.1,4,7.24032,2.82087,Camion 8_3,0,0.973567,1.22357,1.3364,1.57775,1.69058,1.69058,2.70906,
3,3.2,4,7.24032,2.82087,Camion 8_1,0,1.22357,1.46491,1.57775,1.81909,1.93192,1.93192,2.95906,
3,4,6,7.00448,5.3397,Camion 8_2,1,0.424837,1.63394,1.84752,2.08101,2.29459,2.29459,3.20906,
3,1,10,12.2097,12.3707,Camion 15_2,0,1.70906,2.11605,2.61088,3.01787,3.5127,3.5127,3.7627,
3,6,12,12.3035,6.15587,Camion 15_1,0,2.20906,2.61918,2.86541,3.27553,3.52176,3.52176,4.0127,
3,7,8,9.45458,13.6596,Camion 11_2,1,1.95906,2.29459,2.84098,3.15613,3.70251,3.70251,4.2627,
3,13,11,9.91048,7.67269,Camion 11_1,0,2.45906,2.78941,3.09632,3.42667,3.73357,3.73357,4.5127,
3,5.1,9,6.68062,11.4074,Camion 8_3,0,2.70906,2.95906,3.41536,3.63804,4.09434,4.09434,4.7627,
3,5.2,9,6.68062,11.4074,Camion 8_1,0,2.95906,3.18175,3.63804,3.86073,4.31703,4.31703,5.0127,
3,18,17,12.8307,3.37169,Camion 15_1,0,4.0127,4.44039,4.57525,5.00294,5.13781,5.13781,5.38781,
3,12.1,14,5.55762,5.65274,Camion 8_2,0,4.14572,4.7627,4.98881,5.17406,5.40017,5.40017,5.65017,
3,12.2,14,5.55762,5.65274,Camion 8_3,0,4.7627,4.94795,5.17406,5.35932,5.58543,5.58543,5.90017,
3,14,15,11.4908,13.9269,Camion 15_2,0,3.7627,4.14572,4.7028,5.08582,5.6429,5.6429,6.15017,
3,10,16,9.53528,6.48096,Camion 11_1,0,4.5127,4.83054,5.08978,5.40762,5.66686,5.66686,6.40017,
3,17,13,10.9767,9.99949,Camion 11_2,0,4.2627,4.69687,5.09685,5.46274,5.86272,5.86272,6.65017,
3,11.1,18,7.19198,4.45836,Camion 8_1,0,5.40017,5.65017,5.82851,6.06824,6.24657,6.24657,6.90017,
3,11.2,18,7.19198,4.45836,Camion 8_2,0,5.65017,5.8899,6.06824,6.30797,6.48631,6.48631,7.15017,
4,16,4,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
4,10,1,9.53528,6.48096,Camion 11_1,0,0.000555556,0.519818,0.779056,1.0969,1.35614,1.35614,1.60614,
4,4,17,7.00448,5.3397,Camion 8_2,1,0.44593,0.753301,0.966889,1.20037,1.41396,1.41396,1.85614,
4,5,2,13.3612,11.4074,Camion 15_1,0,0.000555556,0.44593,0.902226,1.3476,1.8039,1.8039,2.10614,
4,11.1,8,7.19198,4.45836,Camion 8_3,0,0.973567,1.22357,1.4019,1.64163,1.81997,1.81997,2.35614,
4,11.2,8,7.19198,4.45836,Camion 8_1,0,1.22357,1.4633,1.64163,1.88137,2.0597,2.0597,2.60614,
4,8,6,8.16591,2.4881,Camion 11_1,0,1.60614,1.87833,1.97786,2.25006,2.34958,2.34958,2.85614,
4,15,5,12.7284,9.81021,Camion 15_2,1,0.201976,1.41396,1.80637,2.23065,2.62306,2.62306,3.10614,
4,12.1,9,5.55762,5.65274,Camion 8_2,0,1.85614,2.35614,2.58225,2.7675,2.99361,2.99361,3.35614,
4,12.2,9,5.55762,5.65274,Camion 8_3,0,2.35614,2.54139,2.7675,2.95276,3.17886,3.17886,3.60614,
4,6,10,12.3035,6.15587,Camion 15_1,0,2.10614,2.51625,2.76249,3.1726,3.41884,3.41884,3.85614,
4,9.1,12,6.22376,2.55486,Camion 8_1,0,2.99361,3.35614,3.45833,3.66579,3.76798,3.76798,4.10614,
4,9.2,12,6.22376,2.55486,Camion 8_2,0,3.35614,3.5636,3.66579,3.87325,3.97544,3.97544,4.35614,
4,7,3,9.45458,13.6596,Camion 11_2,1,0.519818,2.62306,3.16944,3.48459,4.03098,4.03098,4.60614,
4,18,13,12.8307,3.37169,Camion 15_2,0,3.10614,3.58394,3.71881,4.1465,4.28137,4.28137,4.85614,
4,2,7,9.00354,11.0529,Camion 11_1,0,2.85614,3.15626,3.59837,3.89849,4.34061,4.34061,5.10614,
4,1.1,15,6.10487,12.3707,Camion 8_3,0,3.76798,4.10614,4.60096,4.80446,5.29929,5.29929,5.54929,
4,1.2,15,6.10487,12.3707,Camion 8_1,0,4.10614,4.30963,4.80446,5.00796,5.50278,5.50278,5.79929,
4,14,16,11.4908,13.9269,Camion 15_1,0,3.85614,4.23916,4.79624,5.17926,5.73634,5.73634,6.04929,
4,3.1,18,7.24032,2.82087,Camion 8_2,0,5.29929,5.54063,5.65347,5.89481,6.00764,6.00764,6.29929,
4,13,14,9.91048,7.67269,Camion 15_2,0,4.85614,5.18649,5.49339,5.82374,6.13065,6.13065,6.54929,
4,17,11,10.9767,9.99949,Camion 11_2,0,4.60614,4.97203,5.37201,5.7379,6.13788,6.13788,6.79929,
4,3.2,18,7.24032,2.82087,Camion 11_1,0,5.54063,5.78198,5.89481,6.13615,6.24899,6.24899,7.04929,
5,16,2,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
5,9,1,12.4475,2.55486,Camion 15_1,0,0.000555556,0.415473,0.517667,0.932585,1.03478,1.03478,1.47357,
5,4,12,7.00448,5.3397,Camion 8_2,1,0.415473,0.801349,1.01494,1.24842,1.46201,1.46201,1.72357,
5,17,3,10.9767,9.99949,Camion 11_1,0,0.000555556,0.567866,0.967846,1.33374,1.73372,1.73372,1.98372,
5,5,4,13.3612,11.4074,Camion 15_2,0,0.201976,0.860848,1.31714,1.76252,2.21881,2.21881,2.46881,
5,1.1,6,6.10487,12.3707,Camion 8_3,0,0.973567,1.22357,1.71839,1.92189,2.41672,2.41672,2.71881,
5,1.2,6,6.10487,12.3707,Camion 8_1,0,1.22357,1.42706,1.92189,2.12539,2.62021,2.62021,2.96881,
5,12,8,11.1152,5.65274,Camion 15_1,0,1.47357,1.84408,2.07019,2.44069,2.6668,2.6668,3.21881,
5,8,9,8.16591,2.4881,Camion 11_1,0,1.98372,2.25591,2.35544,2.62763,2.72716,2.72716,3.46881,
5,7,5,9.45458,13.6596,Camion 11_2,1,0.567866,1.46201,2.00839,2.32354,2.86993,2.86993,3.71881,
5,3.1,7,7.24032,2.82087,Camion 8_2,0,2.41672,2.71881,2.83165,3.07299,3.18583,3.18583,3.96881,
5,3.2,7,7.24032,2.82087,Camion 8_3,0,2.71881,2.96016,3.07299,3.31434,3.42717,3.42717,4.21881,
5,15,10,12.7284,9.81021,Camion 15_2,1,2.46881,2.8931,3.2855,3.70979,4.10219,4.10219,4.46881,
5,18,16,12.8307,3.37169,Camion 15_1,0,3.21881,3.6465,3.78137,4.20906,4.34393,4.34393,4.71881,
5,11.1,15,7.19198,4.45836,Camion 8_1,0,3.18583,3.96881,4.14715,4.38688,4.56522,4.56522,4.96881,
5,11.2,15,7.19198,4.45836,Camion 8_2,0,3.96881,4.20855,4.38688,4.62661,4.80495,4.80495,5.21881,
5,2,11,9.00354,11.0529,Camion 11_1,0,3.46881,3.76893,4.21105,4.51117,4.95329,4.95329,5.46881,
5,13,13,9.91048,7.67269,Camion 11_2,0,3.71881,4.04916,4.35607,4.68642,4.99333,4.99333,5.71881,
5,6,18,12.3035,6.15587,Camion 15_2,0,4.46881,4.87893,5.12516,5.53528,5.78151,5.78151,6.03151,
5,10,14,9.53528,6.48096,Camion 15_1,0,4.71881,5.07457,5.33381,5.65165,5.91089,5.91089,6.28151,
5,14.1,17,5.7454,13.9269,Camion 8_3,0,4.56522,4.96881,5.52589,5.7174,6.27448,6.27448,6.53151,
5,14.2,17,5.7454,13.9269,Camion 8_1,0,4.96881,5.16033,5.7174,5.90892,6.46599,6.46599,6.78151,
6,4,8,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
6,12,1,11.1152,5.65274,Camion 15_1,0,0.000555556,0.371064,0.597173,0.967682,1.19379,1.19379,1.44379,
6,16,11,6.0426,7.12715,Camion 8_2,0,0.371064,0.735576,1.02066,1.22208,1.50717,1.50717,1.75717,
6,6,2,12.3035,6.15587,Camion 15_2,0,0.234038,0.781179,1.02741,1.43753,1.68376,1.68376,2.00717,
6,2,5,9.00354,11.0529,Camion 11_1,0,0.000555556,0.534156,0.976274,1.27639,1.71851,1.71851,2.25717,
6,10,13,9.53528,6.48096,Camion 11_2,0,0.534156,1.05342,1.31266,1.6305,1.88974,1.88974,2.50717,
6,1.1,3,6.10487,12.3707,Camion 8_3,0,0.894697,1.1447,1.63952,1.84302,2.33785,2.33785,2.75717,
6,9,6,12.4475,2.55486,Camion 15_1,0,1.44379,1.85871,1.9609,2.37582,2.47801,2.47801,3.00717,
6,1.2,3,6.10487,12.3707,Camion 8_1,0,1.1447,1.34819,1.84302,2.04652,2.54134,2.54134,3.25717,
6,18,7,12.8307,3.37169,Camion 15_2,0,2.00717,2.43486,2.56972,2.99741,3.13228,3.13228,3.50717,
6,3.1,4,7.24032,2.82087,Camion 8_2,0,2.43486,2.75717,2.87,3.11135,3.22418,3.22418,3.75717,
6,8,16,8.16591,2.4881,Camion 11_2,0,2.50717,2.89526,2.99478,3.26698,3.3665,3.3665,4.00717,
6,3.2,4,7.24032,2.82087,Camion 8_3,0,2.75717,2.99851,3.11135,3.35269,3.46553,3.46553,4.25717,
6,17,14,10.9767,9.99949,Camion 11_1,0,2.25717,2.62306,3.02304,3.38893,3.78891,3.78891,4.50717,
6,11,12,14.384,4.45836,Camion 15_2,0,3.50717,3.98663,4.16497,4.64443,4.82277,4.82277,5.07277,
6,14,10,11.4908,13.9269,Camion 15_1,0,3.00717,3.39019,3.94727,4.3303,4.88737,4.88737,5.32277,
6,5.1,9,6.68062,11.4074,Camion 8_1,0,3.25717,3.75717,4.21346,4.43615,4.89245,4.89245,5.57277,
6,5.2,9,6.68062,11.4074,Camion 8_2,0,3.75717,3.97986,4.43615,4.65884,5.11513,5.11513,5.82277,
6,7,17,9.45458,13.6596,Camion 11_2,1,4.00717,4.32232,4.8687,5.18386,5.73024,5.73024,6.07277,
6,13,18,9.91048,7.67269,Camion 11_1,0,4.50717,4.83752,5.14443,5.47477,5.78168,5.78168,6.32277,
6,15.1,15,6.36422,9.81021,Camion 8_3,0,4.89245,5.73024,6.12265,6.33479,6.7272,6.7272,6.9772,
6,15.2,15,6.36422,9.81021,Camion 8_1,1,5.57277,5.78491,6.17732,6.54693,6.93934,6.93934,7.2272,
7,16,10,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
7,11,1,14.384,4.45836,Camion 15_1,0,0.000555556,0.480021,0.658355,1.13782,1.31615,1.31615,1.56615,
7,10,3,9.53528,6.48096,Camion 11_1,0,0.000555556,0.519818,0.779056,1.0969,1.35614,1.35614,1.81615,
7,4,18,7.00448,5.3397,Camion 8_2,1,0.480021,0.753301,0.966889,1.20037,1.41396,1.41396,2.06615,
7,1,2,12.2097,12.3707,Camion 15_2,0,0.201976,0.887012,1.38184,1.78883,2.28366,2.28366,2.53366,
7,14.1,4,5.7454,13.9269,Camion 8_3,0,0.973567,1.22357,1.78064,1.97216,2.52923,2.52923,2.78366,
7,14.2,4,5.7454,13.9269,Camion 8_1,0,1.22357,1.41508,1.97216,2.16367,2.72074,2.72074,3.03366,
7,3,8,14.4806,2.82087,Camion 15_1,0,1.56615,2.04884,2.16168,2.64436,2.7572,2.7572,3.28366,
7,7,5,9.45458,13.6596,Camion 11_2,1,0.519818,1.41396,1.96034,2.2755,2.82188,2.82188,3.53366,
7,17,7,10.9767,9.99949,Camion 11_1,0,1.81615,2.18205,2.58202,2.94792,3.3479,3.3479,3.78366,
7,15.1,6,6.36422,9.81021,Camion 8_2,0,2.52923,2.82188,3.21429,3.42643,3.81884,3.81884,4.06884,
7,15.2,6,6.36422,9.81021,Camion 8_3,1,2.78366,2.9958,3.38821,3.63857,4.03098,4.03098,4.31884,
7,8,12,8.16591,2.4881,Camion 11_2,0,3.53366,3.80585,3.90538,4.17758,4.2771,4.2771,4.56884,
7,5,9,13.3612,11.4074,Camion 15_2,0,2.53366,2.97903,3.43533,3.8807,4.337,4.337,4.81884,
7,6,13,12.3035,6.15587,Camion 15_1,0,3.28366,3.69377,3.94001,4.35012,4.59636,4.59636,5.06884,
7,12.1,11,5.55762,5.65274,Camion 8_1,0,3.81884,4.06884,4.29495,4.4802,4.70631,4.70631,5.31884,
7,12.2,11,5.55762,5.65274,Camion 8_2,0,4.06884,4.25409,4.4802,4.66545,4.89156,4.89156,5.56884,
7,2,15,9.00354,11.0529,Camion 11_1,0,3.78366,4.08378,4.52589,4.82601,5.26813,5.26813,5.81884,
7,18.1,14,6.41533,3.37169,Camion 8_3,0,4.70631,5.31884,5.4537,5.66755,5.80242,5.80242,6.06884,
7,13,17,9.91048,7.67269,Camion 11_2,0,4.56884,4.89919,5.20609,5.53644,5.84335,5.84335,6.31884,
7,9,16,12.4475,2.55486,Camion 15_2,0,4.81884,5.3141,5.4163,5.83121,5.93341,5.93341,6.56884,
7,18.2,14,6.41533,3.37169,Camion 8_1,0,5.31884,5.53268,5.66755,5.88139,6.01626,6.01626,6.81884,
8,16,11,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
8,9,1,12.4475,2.55486,Camion 15_1,0,0.000555556,0.415473,0.517667,0.932585,1.03478,1.03478,1.47357,
8,4,17,7.00448,5.3397,Camion 8_2,1,0.415473,0.735576,0.949164,1.18265,1.39624,1.39624,1.72357,
8,12,3,11.1152,5.65274,Camion 15_2,0,0.201976,0.785981,1.01209,1.3826,1.60871,1.60871,1.97357,
8,2,2,9.00354,11.0529,Camion 11_1,0,0.000555556,0.502094,0.944211,1.24433,1.68645,1.68645,2.22357,
8,17,5,10.9767,9.99949,Camion 11_2,0,0.502094,1.10147,1.50145,1.86734,2.26732,2.26732,2.51732,
8,14.1,4,5.7454,13.9269,Camion 8_3,0,0.973567,1.22357,1.78064,1.97216,2.52923,2.52923,2.77923,
8,14.2,4,5.7454,13.9269,Camion 8_1,0,1.22357,1.41508,1.97216,2.16367,2.72074,2.72074,3.02923,
8,11,7,14.384,4.45836,Camion 15_1,0,1.47357,1.95303,2.13137,2.61083,2.78917,2.78917,3.27923,
8,8,9,8.16591,2.4881,Camion 11_1,0,2.22357,2.49576,2.59529,2.86749,2.96701,2.96701,3.52923,
8,6.1,6,6.15174,6.15587,Camion 8_2,0,2.52923,2.77923,3.02546,3.23052,3.47676,3.47676,3.77923,
8,6.2,6,6.15174,6.15587,Camion 8_3,0,2.77923,2.98429,3.23052,3.43558,3.68181,3.68181,4.02923,
8,5,8,13.3612,11.4074,Camion 15_2,0,1.97357,2.41894,2.87524,3.32061,3.77691,3.77691,4.27923,
8,13,14,9.91048,7.67269,Camion 11_2,0,2.51732,2.84767,3.15457,3.48492,3.79183,3.79183,4.52923,
8,18,12,12.8307,3.37169,Camion 15_1,0,3.27923,3.70692,3.84179,4.26947,4.40434,4.40434,4.77923,
8,15.1,10,6.36422,9.81021,Camion 8_1,0,3.47676,3.77923,4.17164,4.38378,4.77619,4.77619,5.02923,
8,15.2,10,6.36422,9.81021,Camion 8_2,1,3.77923,3.99137,4.38378,4.59592,4.98833,4.98833,5.27923,
8,3,18,14.4806,2.82087,Camion 15_2,0,4.27923,4.76192,4.87475,5.35744,5.47027,5.47027,5.72027,
8,10,16,9.53528,6.48096,Camion 11_2,0,4.52923,4.84707,5.10631,5.42415,5.68339,5.68339,5.97027,
8,1.1,13,6.10487,12.3707,Camion 8_3,0,4.77619,5.02923,5.52406,5.72755,6.22238,6.22238,6.47238,
8,7,15,9.45458,13.6596,Camion 11_1,1,3.52923,4.98833,5.53471,5.84986,6.39625,6.39625,6.72238,
8,1.2,13,6.10487,12.3707,Camion 8_1,0,5.02923,5.23273,5.72755,5.93105,6.42588,6.42588,6.97238,
9,4,2,7.00448,5.3397,Camion 8_1,1,0.000555556,0.234038,0.447627,0.681109,0.894697,0.894697,1.1447,
9,18,1,12.8307,3.37169,Camion 15_1,0,0.000555556,0.428244,0.563111,0.9908,1.12567,1.12567,1.3947,
9,16,14,6.0426,7.12715,Camion 8_2,0,0.428244,0.801349,1.08644,1.28786,1.57294,1.57294,1.82294,
9,11,4,14.384,4.45836,Camion 15_2,0,0.234038,0.907709,1.08604,1.56551,1.74384,1.74384,2.07294,
9,17,3,10.9767,9.99949,Camion 11_1,0,0.000555556,0.599929,0.999909,1.3658,1.76578,1.76578,2.32294,
9,13,5,9.91048,7.67269,Camion 11_2,0,0.599929,1.1317,1.43861,1.76896,2.07586,2.07586,2.57294,
9,15.1,6,6.36422,9.81021,Camion 8_3,0,0.907709,1.1447,1.53711,1.74925,2.14165,2.14165,2.82294,
9,15.2,6,6.36422,9.81021,Camion 8_1,1,1.1447,1.35684,1.74925,1.96139,2.3538,2.3538,3.07294,
9,3,9,14.4806,2.82087,Camion 15_1,0,1.3947,1.87739,1.99022,2.47291,2.58574,2.58574,3.32294,
9,6.1,8,6.15174,6.15587,Camion 8_2,0,2.14165,2.82294,3.06918,3.27423,3.52047,3.52047,3.77047,
9,6.2,8,6.15174,6.15587,Camion 8_3,0,2.82294,3.028,3.27423,3.47929,3.72553,3.72553,4.02047,
9,10,11,9.53528,6.48096,Camion 11_2,0,2.57294,2.89078,3.15002,3.46786,3.7271,3.7271,4.27047,
9,2,7,9.00354,11.0529,Camion 11_1,0,2.32294,2.64683,3.08895,3.38907,3.83118,3.83118,4.52047,
9,1,10,12.2097,12.3707,Camion 15_2,0,2.07294,2.47993,2.97476,3.38175,3.87658,3.87658,4.77047,
9,12,13,11.1152,5.65274,Camion 15_1,0,3.32294,3.69345,3.91956,4.29007,4.51618,4.51618,5.02047,
9,8,16,8.16591,2.4881,Camion 11_2,0,4.27047,4.54267,4.64219,4.91439,5.01391,5.01391,5.27047,
9,14.1,12,5.7454,13.9269,Camion 8_1,0,3.52047,3.77047,4.32754,4.51906,5.07613,5.07613,5.52047,
9,14.2,12,5.7454,13.9269,Camion 8_2,0,3.77047,3.96198,4.51906,4.71057,5.26764,5.26764,5.77047,
9,9,17,12.4475,2.55486,Camion 15_2,0,4.77047,5.18539,5.28758,5.7025,5.80469,5.80469,6.05469,
9,7,18,9.45458,13.6596,Camion 11_1,1,4.52047,4.83562,5.382,5.69716,6.24354,6.24354,6.49354,
9,5.1,15,6.68062,11.4074,Camion 8_3,0,5.07613,5.29882,5.75511,5.9778,6.4341,6.4341,6.74354,
9,5.2,15,6.68062,11.4074,Camion 11_2,0,5.29882,5.52151,5.9778,6.20049,6.65678,6.65678,6.99354,
10,16,10,6.0426,7.12715,Camion 8_1,0,0.000555556,0.201976,0.487062,0.688482,0.973567,0.973567,1.22357,
10,18,2,12.8307,3.37169,Camion 15_1,0,0.000555556,0.428244,0.563111,0.9908,1.12567,1.12567,1.47357,
10,4,16,7.00448,5.3397,Camion 8_2,1,0.428244,0.735576,0.949164,1.18265,1.39624,1.39624,1.72357,
10,2,1,9.00354,11.0529,Camion 11_1,0,0.000555556,0.502094,0.944211,1.24433,1.68645,1.68645,1.97357,
10,11.1,5,7.19198,4.45836,Camion 8_3,0,0.973567,1.22357,1.4019,1.64163,1.81997,1.81997,2.22357,
10,13,4,9.91048,7.67269,Camion 11_2,0,0.502094,1.06593,1.37283,1.70318,2.01009,2.01009,2.47357,
10,11.2,5,7.19198,4.45836,Camion 8_1,0,1.22357,1.4633,1.64163,1.88137,2.0597,2.0597,2.72357,
10,5,3,13.3612,11.4074,Camion 15_2,0,0.201976,0.873619,1.32991,1.77529,2.23159,2.23159,2.97357,
10,3,8,14.4806,2.82087,Camion 15_1,0,1.47357,1.95626,2.06909,2.55178,2.66461,2.66461,3.22357,
10,10,7,9.53528,6.48096,Camion 11_1,0,1.97357,2.29141,2.55065,2.86849,3.12773,3.12773,3.47357,
10,8,12,8.16591,2.4881,Camion 11_2,0,2.47357,2.74576,2.84529,3.11749,3.21701,3.21701,3.72357,
10,15.1,6,6.36422,9.81021,Camion 8_2,0,1.81997,2.22357,2.61598,2.82812,3.22052,3.22052,3.97357,
10,15.2,6,6.36422,9.81021,Camion 8_3,1,2.22357,2.43571,2.82812,3.04026,3.43267,3.43267,4.22357,
10,6,11,12.3035,6.15587,Camion 15_2,0,2.97357,3.38368,3.62992,4.04003,4.28627,4.28627,4.53627,
10,9,13,12.4475,2.55486,Camion 15_1,0,3.22357,3.7986,3.90079,4.31571,4.41791,4.41791,4.78627,
10,1.1,9,6.10487,12.3707,Camion 8_1,0,3.22052,3.97357,4.46839,4.67189,5.16672,5.16672,5.41672,
10,7,17,9.45458,13.6596,Camion 11_1,1,3.47357,3.78872,4.3351,4.65026,5.19664,5.19664,5.66672,
10,17,18,10.9767,9.99949,Camion 11_2,0,3.72357,4.15461,4.55459,4.92048,5.32046,5.32046,5.91672,
10,1.2,9,6.10487,12.3707,Camion 8_2,0,3.97357,4.17706,4.67189,4.87539,5.37021,5.37021,6.16672,
10,12,15,11.1152,5.65274,Camion 15_2,0,4.53627,4.90678,5.13289,5.50339,5.7295,5.7295,6.41672,
10,14.1,14,5.7454,13.9269,Camion 8_3,0,5.16672,5.41672,5.97379,6.16531,6.72238,6.72238,6.97238,
